-0.125460,0.450714,0.231994,0.098658,-0.343981,-0.344005
-0.441916,0.366176,0.101115,0.208073,-0.479416,0.469910
0.332443,-0.287661,-0.318175,-0.316595,-0.195758,0.024756
-0.068055,-0.208771,0.111853,-0.360506,-0.207855,-0.133638
-0.043930,0.285176,-0.300326,0.014234,0.092415,-0.453550
0.107545,-0.329476,-0.434948,0.448886,0.465632,0.308397
-0.195386,-0.402328,0.184233,-0.059848,-0.377962,-0.004823
-0.465611,0.409320,-0.241220,0.162522,-0.188289,0.020068
0.046710,-0.315146,0.469585,0.275133,0.439499,0.394827
0.097900,0.421874,-0.411507,-0.304017,-0.454773,-0.174670
-0.111323,-0.228651,0.328738,-0.143247,-0.219065,0.042696
-0.359076,0.302197,-0.425449,0.486887,0.272245,-0.301284
-0.494478,0.315461,0.206857,0.229007,0.271270,-0.425955
-0.141534,-0.384131,0.363103,0.123298,-0.169102,-0.436442
-0.189018,-0.174817,0.229606,0.137557,0.387213,-0.027785
-0.380406,0.213245,0.260785,0.061277,0.270967,-0.006204
0.022733,-0.072459,-0.474581,-0.392109,-0.468571,0.136410
-0.185644,0.008571,0.407566,-0.250708,-0.089617,0.255551
-0.271202,-0.423020,-0.210249,-0.338779,0.429698,0.308120
0.133404,0.371461,0.303672,-0.313430,0.392559,0.039342
0.307440,0.396091,-0.181997,-0.389948,-0.272065,-0.072892
0.318015,0.360731,-0.493048,0.010747,-0.082589,-0.277892
-0.380135,-0.162385,0.442910,-0.176797,0.018791,0.203019
-0.136370,0.471782,0.462447,-0.248218,-0.002751,-0.199122
-0.215160,-0.463113,0.109564,0.002679,-0.448521,-0.221354
0.408266,-0.260438,-0.355105,-0.010547,0.485650,-0.257945
0.172136,0.261620,-0.262362,0.228216,-0.132217,0.132306
0.133530,0.035775,-0.409710,0.335302,-0.179220,-0.313481
-0.459225,0.090893,0.177564,-0.483412,0.012093,-0.273504
0.145173,-0.325634,0.190938,-0.113265,0.436730,-0.362479
-0.158934,-0.386526,0.424694,0.377339,-0.242058,0.159984
0.317222,0.055201,0.029651,-0.258148,-0.406897,0.397216
0.400418,0.133101,-0.160970,-0.150790,0.225956,0.397110
0.387086,0.279876,0.142032,-0.415860,-0.338371,0.398554
0.106429,-0.490803,-0.398528,0.163502,-0.494938,-0.339192
0.048734,0.191895,0.151961,-0.275731,0.212179,-0.262751
-0.174600,0.246491,0.149633,0.349223,0.157613,0.068309
-0.406325,-0.132284,-0.234798,-0.256010,0.473011,-0.106902
0.392047,0.131139,0.294811,0.002637,0.076904,-0.007482
-0.304757,0.222452,-0.219228,-0.475684,0.145472,-0.322889
0.440459,0.453929,0.414864,-0.129841,-0.484543,0.428319
-0.071816,0.466655,0.463620,0.353009,-0.205551,-0.114902
0.351137,-0.183078,-0.330507,0.056801,0.436155,0.196030
0.070061,-0.402824,0.115007,0.490054,-0.359916,0.018330
0.377373,0.240769,0.197016,0.202484,-0.140509,-0.206408
0.309361,0.310113,0.367072,0.413241,0.011342,0.001516
0.298295,0.149964,0.201967,0.295793,0.390005,-0.162005
-0.124417,-0.406018,0.078280,-0.464058,-0.034402,0.042645
-0.213459,0.090833,-0.469500,-0.462652,0.322601,-0.139809
-0.372939,0.022243,0.269994,-0.284179,0.122890,-0.414653
-0.448318,0.031355,0.040635,0.137430,0.226091,0.475852
0.016300,-0.177044,0.295186,-0.229168,-0.061029,-0.421544
-0.474649,0.462648,0.335980,0.195974,-0.091047,-0.326706
-0.343563,-0.249757,0.049227,0.214596,0.160197,-0.220066
0.454865,0.237897,0.054354,0.111721,-0.080400,-0.252269
-0.144027,0.257846,-0.485607,-0.383927,-0.453997,-0.459271
0.355461,0.203658,-0.025826,-0.402166,-0.008384,-0.026528
-0.326798,-0.066148,-0.101495,0.115850,0.135094,-0.454696
-0.125387,0.125860,0.003136,0.356490,0.158694,-0.337066
-0.429431,0.142419,-0.473489,0.085776,0.440230,0.075474
-0.111830,0.143288,-0.041747,0.045617,0.441465,-0.113897
0.461191,0.405351,-0.304209,-0.430639,-0.399222,-0.481778
-0.405557,0.183007,-0.428811,-0.181024,0.344875,-0.476728
0.314468,-0.218145,-0.381835,0.196737,0.128943,0.377472
0.235071,0.303481,-0.217965,-0.322560,0.250615,0.306835
0.490505,-0.087382,-0.127982,0.276413,-0.159196,0.430757
0.358413,-0.071006,0.250871,0.254543,-0.396876,0.402553
0.005252,0.326457,-0.179950,0.395523,-0.110798,-0.489162
0.405382,-0.408713,-0.180686,0.450062,0.450607,0.073438
0.131837,-0.051554,-0.206789,-0.171335,0.172518,0.252375
0.291579,0.289618,-0.408794,-0.005580,-0.442441,0.049529
-0.058469,0.387704,-0.149085,-0.382933,-0.357008,0.261511
0.118218,-0.398877,-0.415893,0.200969,-0.427237,0.321860
0.206242,-0.418651,-0.415162,0.486640,-0.125729,-0.129358
0.312800,0.447249,0.486001,0.253378,-0.123740,-0.416499
0.277147,0.058404,-0.075778,0.406354,-0.388803,-0.007375
-0.488646,-0.031339,-0.443697,-0.381182,-0.382474,0.149210
0.246045,0.083369,0.462173,-0.125129,-0.214288,0.368599
-0.276404,0.463223,-0.487846,0.469879,-0.456840,0.391143
0.027701,0.492965,-0.426203,0.053854,0.469303,0.023098
0.129399,0.195749,-0.045459,0.127558,0.084314,0.401158
-0.454554,-0.219037,0.450411,0.390264,-0.044343,0.120133
